1,0,0,2,1,,"So the count is: 8 repetitions for each app 3, times 2 durations and times 4 types of configuration ",,,
1,0,0,2,1,,,,,
1,0,0,2,1,,8*3*2*4= 192 iterations,,,
1,0,0,2,1,,,,,
1,0,0,2,1,,,,,
1,0,0,2,1,,,,,
1,0,0,2,1,,,,,
1,0,0,2,1,,,,,
1,0,0,8,1,,,,,7.86666666666667
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,0,0,8,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,2,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,1,0,8,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,2,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,0,1,8,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,2,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,1,1,8,1,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,2,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,0,0,8,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,2,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,1,0,8,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,2,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,0,1,8,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,2,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,1,1,8,2,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,2,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,0,0,8,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,2,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,1,0,8,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,2,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,0,1,8,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,2,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
1,1,1,8,3,,,,,
